 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
SQ40      N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            7880.00   3295.00   200.152    83.693 270 N
SQ46      NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            9120.00    755.00   231.648    19.177 270 N
SQ50      NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            4509.00   1980.00   114.529    50.292 270 N
SQ226     N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23             320.00   2580.00     8.128    65.532 270 N
SQ251     N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8915.00    770.00   226.441    19.558 270 N
SQ263     N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            7910.00    675.00   200.914    17.145 270 N
SQ10C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            4445.00   2035.00   112.903    51.689 180 N
SQ14C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            5660.00   2355.00   143.764    59.817 90  N
SQ15C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            4615.00   4440.00   117.221   112.776 0   N
SQ16C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            8340.00   2850.00   211.836    72.390 90  N
SQ1C2     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            8105.00   3395.00   205.867    86.233 180 N
SQ226C1   C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             390.00   2635.00     9.906    66.929 180 N
SQ251C1   C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            8800.00    850.00   223.520    21.590 0   N
SQ263C2   C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            7910.00    790.00   200.914    20.066 90  N
SQ32C1    C_MBS_C0603_DISCRETE_4.7UF/6.3V/4.7UF/6.3V MBS_C0603            4606.00   2055.00   116.992    52.197 270 N
SQ3C1     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            7875.00   3205.00   200.025    81.407 0   N
SQ40C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            7750.00   3205.00   196.850    81.407 180 N
SQ46C1    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            9020.00    725.00   229.108    18.415 180 N
SQ50C1    C_MBS_C0603_DISCRETE_4.7UF/6.3V/4.7UF/6.3V MBS_C0603            4445.00   1850.00   112.903    46.990 270 N
SQ7C1     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             380.00   2445.00     9.652    62.103 180 N
SQ9C1     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             235.00   2365.00     5.969    60.071 270 N
SR1       R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            8465.00   2080.00   215.011    52.832 0   N
SR2       R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6835.00   2370.00   173.609    60.198 180 N
SR6       R_MBS_R0402__30OHM/30OHM MBS_R0402            6925.00   2180.00   175.895    55.372 0   N
SR8       R_MBS_R0402__13OHM/13OHM MBS_R0402            2980.00   3030.00    75.692    76.962 180 N
SR12      R_MBS_R0402_620OHM/620Ohm MBS_R0402            6835.00   2185.00   173.609    55.499 0   N
SR13      R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            6835.00   2250.00   173.609    57.150 0   N
SR14      R_MBS_R0402_DISCRETE_200KOHM/200KOHM MBS_R0402            6925.00   2035.00   175.895    51.689 180 N
SR15      R_MBS_R0402_DISCRETE_30OHM/30Ohm MBS_R0402            6925.00   2115.00   175.895    53.721 0   N
SR18      R_MBS_R0402_DISCRETE_470OHM/470Ohm MBS_R0402            8295.00   6875.00   210.693   174.625 270 N
SR19      R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1520.00   5965.00    38.608   151.511 270 N
SR20      R_MBS_R0603_47KOHM/47KOhm MBS_R0603            1475.00   5965.00    37.465   151.511 270 N
SR25      R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6925.00   1985.00   175.895    50.419 0   N
SR26      R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8445.00   1240.00   214.503    31.496 0   N
SR27      R_MBS_R0603_10MOHM/10MOhm MBS_R0603            6932.00   1628.00   176.073    41.351 0   N
SR29      R_MBS_R0603_47KOHM/47KOhm MBS_R0603            4340.00   1850.00   110.236    46.990 270 N
SR30      R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4505.00   1850.00   114.427    46.990 270 N
SR31      R_MBS_R0402_0OHM/0Ohm    MBS_R0402             505.00   2675.00    12.827    67.945 180 N
SR32      R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            3345.00   4620.00    84.963   117.348 270 N
SR33      R_MBS_R0402_DISCRETE_0OHM/0Ohm MBS_R0402            3300.00   4535.00    83.820   115.189 270 N
SR34      R_MBS_R0402_DISCRETE_0OHM/0Ohm MBS_R0402            3385.00   4620.00    85.979   117.348 90  N
SR35      R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4650.00   2055.00   118.110    52.197 270 N
SR37      R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            8355.00   2320.00   212.217    58.928 180 N
SR38      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2320.00   209.931    58.928 180 N
SR39      R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            8355.00   2390.00   212.217    60.706 180 N
SR40      SHORTPIN_MBS_SHORTPIN0603_NOM_1/SHORTPIN_0603_NM MBS_SHORTPIN0603_NOMASK   8255.00   1460.00   209.677    37.084 180 N
SR43      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2390.00   209.931    60.706 180 N
SR47      R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8265.00   1825.00   209.931    46.355 0   N
SR48      R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8265.00   1710.00   209.931    43.434 180 N
SR49      R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8265.00   1582.00   209.931    40.183 180 N
SR50      R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8265.00   1675.00   209.931    42.545 180 N
SR51      R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6925.00   2075.00   175.895    52.705 0   N
SR52      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            4435.00   2190.00   112.649    55.626 0   N
SR56      R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            6580.00   1350.00   167.132    34.290 0   N
SR57      R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            6580.00   1385.00   167.132    35.179 0   N
SR60      R_MBS_R0402_DISCRETE_20OHM/20OHM MBS_R0402            6720.00   1720.00   170.688    43.688 0   N
SR61      R_MBS_R0402_DISCRETE_20OHM/20OHM MBS_R0402            6720.00   1675.00   170.688    42.545 0   N
SR62      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8720.00    850.00   221.488    21.590 0   N
SR64      R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            8355.00   2355.00   212.217    59.817 180 N
SR70      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2185.00   209.931    55.499 0   N
SR73      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2355.00   209.931    59.817 180 N
SR74      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2080.00   209.931    52.832 0   N
SR77      R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   2200.00   212.217    55.880 0   N
SR84      R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6750.00   1355.00   171.450    34.417 180 N
SR85      R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6915.00   1210.00   175.641    30.734 270 N
SR86      SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   6950.00   1210.00   176.530    30.734 90  N
SR87      R_MBS_R0402_DISCRETE_1MOHM/1MOHM MBS_R0402            6420.00   1625.00   163.068    41.275 180 N
SR88      SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8445.00   1535.00   214.503    38.989 180 N
SR90      R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6860.00   1210.00   174.244    30.734 270 N
SR98      R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            6420.00   1700.00   163.068    43.180 180 N
SR100     R_MBS_R0402_DISCRETE_3.9KOHM/3.9KOHM MBS_R0402            4250.00   1850.00   107.950    46.990 270 N
SR101     R_MBS_R0603_10KOHM/10KOhm MBS_R0603            4248.00   1945.00   107.899    49.403 90  N
SR102     R_MBS_R0402_DISCRETE_3.9KOHM/3.9KOHM MBS_R0402            4206.00   2045.00   106.832    51.943 90  N
SR103     R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            7055.00   1210.00   179.197    30.734 90  N
SR104     R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            7020.00   1210.00   178.308    30.734 90  N
SR105     R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            7130.00   1120.00   181.102    28.448 90  N
SR106     R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            7055.00   1120.00   179.197    28.448 270 N
SR107     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7140.00   1030.00   181.356    26.162 90  N
SR108     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            5695.00   2355.00   144.653    59.817 270 N
SR109     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7055.00    940.00   179.197    23.876 90  N
SR110     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            4615.00   4405.00   117.221   111.887 180 N
SR111     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8270.00   2850.00   210.058    72.390 90  N
SR112     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8305.00   2850.00   210.947    72.390 270 N
SR118     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            1400.00   6040.00    35.560   153.416 180 N
SR119     R_MBS_R0402_DISCRETE_18.7KOHM/18.7KOhm MBS_R0402            3758.00    215.00    95.453     5.461 180 N
SR120     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            6660.00   1294.00   169.164    32.868 180 N
SR121     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            3758.00    250.00    95.453     6.350 180 N
SR126     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             235.00   2535.00     5.969    64.389 90  N
SR127     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402             235.00   2440.00     5.969    61.976 90  N
SR128     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7750.00   3170.00   196.850    80.518 0   N
SR129     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6510.00   1845.00   165.354    46.863 0   N
SR130     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6510.00   1930.00   165.354    49.022 180 N
SR131     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6835.00   1790.00   173.609    45.466 0   N
SR132     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8655.00   1505.00   219.837    38.227 0   N
SR134     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6420.00   1770.00   163.068    44.958 0   N
SR137     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8065.00   2495.00   204.851    63.373 90  N
SR138     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8355.00   2115.00   212.217    53.721 180 N
SR141     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8355.00   2150.00   212.217    54.610 180 N
SR142     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8655.00   1550.00   219.837    39.370 0   N
SR143     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            8655.00   1585.00   219.837    40.259 180 N
SR146     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8465.00   2040.00   215.011    51.816 180 N
SR147     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8655.00   1435.00   219.837    36.449 0   N
SR148     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8655.00   1470.00   219.837    37.338 180 N
SR149     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8655.00   1400.00   219.837    35.560 0   N
SR150     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8655.00   1365.00   219.837    34.671 0   N
SR151     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8265.00   2460.00   209.931    62.484 180 N
SR152     R_MBS_R0402_DISCRETE_2.2KOHM/2.2KOhm MBS_R0402            8265.00   2530.00   209.931    64.262 0   N
SR153     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8160.00   2495.00   207.264    63.373 270 N
SR156     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7265.00   1120.00   184.531    28.448 90  N
SR158     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8465.00   2005.00   215.011    50.927 180 N
SR159     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7185.00   1120.00   182.499    28.448 90  N
SR162     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             770.00   1652.00    19.558    41.961 0   N
SR163     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1780.00   212.217    45.212 180 N
SR166     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             320.00   2235.00     8.128    56.769 0   N
SR167     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1365.00    505.00    34.671    12.827 0   N
SR169     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            6720.00   1844.00   170.688    46.838 0   N
SR175     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8465.00   1900.00   215.011    48.260 180 N
SR190     R_MBS_R0402_499OHM/499Ohm MBS_R0402            6630.00   1915.00   168.402    48.641 0   N
SR191     R_MBS_R0402_499OHM/499Ohm MBS_R0402            6630.00   1950.00   168.402    49.530 0   N
SR194     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            9055.00   1050.00   229.997    26.670 0   N
SR195     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8580.00   1095.00   217.932    27.813 180 N
SR222     R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8265.00   1780.00   209.931    45.212 0   N
SR264     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7840.00    790.00   199.136    20.066 90  N
SR265     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7875.00    790.00   200.025    20.066 270 N
SR289     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6835.00   1755.00   173.609    44.577 0   N
SR290     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6720.00   1809.00   170.688    45.949 0   N
SR291     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1860.00   212.217    47.244 180 N
SR292     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1675.00   212.217    42.545 180 N
SR293     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1825.00   212.217    46.355 180 N
SR294     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1745.00   212.217    44.323 180 N
SR295     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1640.00   212.217    41.656 180 N
SR296     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8355.00   1710.00   212.217    43.434 180 N
SR304     R_MBS_R0603__499OHM/499Ohm MBS_R0603            7880.00   3395.00   200.152    86.233 180 N
SR305     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            7875.00   3170.00   200.025    80.518 0   N
SR306     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            3975.00    575.00   100.965    14.605 270 N
SR307     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4010.00    575.00   101.854    14.605 270 N
SR310     R_MBS_R0603__499OHM/499Ohm MBS_R0603            8000.00   3395.00   203.200    86.233 180 N
SR339     R_MBS_R0402_DISCRETE_75KOHM/75KOhm MBS_R0402            8265.00   1865.00   209.931    47.371 0   N
SR340     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            8355.00   2040.00   212.217    51.816 180 N
SR341     R_MBS_R0402_100KOHM/100KOhm MBS_R0402            7090.00   1120.00   180.086    28.448 270 N
SR342     R_MBS_R0402_33KOHM/33KOhm MBS_R0402            7090.00   1210.00   180.086    30.734 90  N
SR402     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7680.00   2526.00   195.072    64.160 270 N
SR403     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7070.00   1305.00   179.578    33.147 90  N
SR404     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7035.00   1305.00   178.689    33.147 90  N
SR405     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7165.00   2526.00   181.991    64.160 270 N
SR406     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7200.00   2526.00   182.880    64.160 270 N
SR409     R_MBS_R0402__200OHM/200Ohm MBS_R0402            7645.00   2526.00   194.183    64.160 270 N
SR455     R_MBS_R0402__200OHM/200Ohm MBS_R0402            8355.00   1505.00   212.217    38.227 0   N
SR456     R_MBS_R0402_DISCRETE_100KOHM/100KOhm MBS_R0402            8290.00   1400.00   210.566    35.560 270 N
SR457     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7870.00   1100.00   199.898    27.940 270 N
SR458     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7544.00    995.00   191.618    25.273 270 N
SR459     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7544.00    894.00   191.618    22.708 270 N
SR460     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7740.00    995.00   196.596    25.273 270 N
SR461     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7790.00    995.00   197.866    25.273 270 N
SR464     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8465.00   2165.00   215.011    54.991 180 N
SR465     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8550.00   2040.00   217.170    51.816 0   N
SR469     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8360.00   1460.00   212.344    37.084 180 N
SR470     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8445.00   1380.00   214.503    35.052 180 N
SR472     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8265.00   2595.00   209.931    65.913 180 N
SR473     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            8355.00   2477.00   212.217    62.916 0   N
SR475     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7690.00    995.00   195.326    25.273 270 N
SR477     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7640.00    995.00   194.056    25.273 270 N
SR478     SHORTPIN_MBS_SHORTPIN0603_NOM_1/SHORTPIN_0603_NM MBS_SHORTPIN0603_NOMASK   7845.00    995.00   199.263    25.273 90  N
SR481     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            7592.00    995.00   192.837    25.273 270 N
SR484     R_MBS_R0805_0OHM/0Ohm    MBS_R0805            7763.00   1215.00   197.180    30.861 90  N
SR485     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7765.00   1325.00   197.231    33.655 0   N
SR486     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            6510.00   2073.00   165.354    52.654 180 N
SR487     R_MBS_R0805_0OHM/0Ohm    MBS_R0805            7697.00   1215.00   195.504    30.861 90  N
SR526     SHORTPIN_MBS_SHORTPIN0603_NOM_1/SHORTPIN_0603_NM MBS_SHORTPIN0603_NOMASK   8445.00   1330.00   214.503    33.782 180 N
SR543     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8445.00   1486.00   214.503    37.744 180 N
SR550     R_MBS_R0402_DISCRETE_20KOHM/20KOhm MBS_R0402            6925.00   2250.00   175.895    57.150 180 N
SR585     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            5535.00   1830.00   140.589    46.482 90  N
SR591     R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            8265.00   1945.00   209.931    49.403 180 N
SR598     R_MBS_R0402_DISCRETE_75KOHM/75KOhm MBS_R0402            8265.00   1640.00   209.931    41.656 180 N
SR599     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            8265.00   2115.00   209.931    53.721 0   N
SR600     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            8265.00   2005.00   209.931    50.927 0   N
SR601     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            7055.00   1030.00   179.197    26.162 270 N
SR602     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8265.00   2150.00   209.931    54.610 180 N
SR603     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8265.00   2425.00   209.931    61.595 0   N
SR604     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            6985.00   1210.00   177.419    30.734 270 N
SR605     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            8265.00   2040.00   209.931    51.816 0   N
SR606     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8265.00   2495.00   209.931    63.373 180 N
SR607     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            6925.00   1950.00   175.895    49.530 180 N
SR608     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8195.00   2495.00   208.153    63.373 90  N
SR609     R_MBS_R0402_20KOHM/20KOhm MBS_R0402            7305.00   1210.00   185.547    30.734 270 N
SR614     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            3025.00   4425.00    76.835   112.395 0   N
SR616     R_MBS_R0402_10KOHM/10KOhm MBS_R0402            1250.00   1250.00    31.750    31.750 90  N
SR802     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6510.00   1665.00   165.354    42.291 180 N
SR803     R_MBS_R0402_33OHM/33Ohm  MBS_R0402            2905.00   3030.00    73.787    76.962 180 N
SR809     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            4241.00   2045.00   107.721    51.943 90  N
SR810     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             380.00   2490.00     9.652    63.246 180 N
SR813     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            6720.00   1880.00   170.688    47.752 0   N
SR814     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            6720.00   1915.00   170.688    48.641 0   N
SR816     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6420.00   1665.00   163.068    42.291 0   N
SR1004    R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            5500.00   1900.00   139.700    48.260 270 N
SR1005    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5500.00   1830.00   139.700    46.482 270 N
SR1006    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5535.00   1900.00   140.589    48.260 90  N
SR1209    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6510.00   1985.00   165.354    50.419 180 N
SR1210    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8465.00   2220.00   215.011    56.388 180 N
SR1211    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6510.00   2020.00   165.354    51.308 180 N
SR1212    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2225.00   209.931    56.515 0   N
SR1522    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6420.00   1495.00   163.068    37.973 0   N
SR1533    R_MBS_R0402_100KOHM/100KOhm MBS_R0402            6630.00   1880.00   168.402    47.752 0   N
SR1534    R_MBS_R0402_20KOHM/20KOhm MBS_R0402            6630.00   1845.00   168.402    46.863 0   N
SR1642    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            9055.00    980.00   229.997    24.892 180 N
SR1643    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8580.00   1060.00   217.932    26.924 0   N
SR1644    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            9055.00   1015.00   229.997    25.781 180 N
SR1832    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8265.00   2260.00   209.931    57.404 180 N
SR1951    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8935.00   1435.00   226.949    36.449 180 N
SR1952    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8935.00   1400.00   226.949    35.560 180 N
SR1953    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            8935.00   1365.00   226.949    34.671 180 N
SR2011    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8465.00   1970.00   215.011    50.038 0   N
SR2012    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8465.00   1935.00   215.011    49.149 0   N
SR2013    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7950.00   3465.00   201.930    88.011 90  N
SR2014    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8025.00   3465.00   203.835    88.011 90  N
SR2015    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            3645.00    580.00    92.583    14.732 270 N
SR2016    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            3610.00    580.00    91.694    14.732 270 N
SR4201    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6835.00   2335.00   173.609    59.309 180 N
SR4202    SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8745.00   1510.00   222.123    38.354 180 N
SR4203    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8745.00   1475.00   222.123    37.465 180 N
SR4204    SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8655.00   1650.00   219.837    41.910 180 N
SR4205    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8835.00   1475.00   224.409    37.465 0   N
SR4206    SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8745.00   1435.00   222.123    36.449 180 N
SR4207    SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8745.00   1400.00   222.123    35.560 180 N
SR4208    SL_0402_SHORTPIN_S_SHORT_R040_2/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   8745.00   1545.00   222.123    39.243 180 N
SR4209    R_MBS_R0402_47OHM/47OHM  MBS_R0402            8835.00   1510.00   224.409    38.354 0   N
SR4211    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8745.00   1615.00   222.123    41.021 0   N
SR4212    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8835.00   1580.00   224.409    40.132 0   N
SR4213    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8835.00   1400.00   224.409    35.560 0   N
SR4214    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8745.00   1365.00   222.123    34.671 180 N
SR4215    R_MBS_R0402_47OHM/47OHM  MBS_R0402            8745.00   1580.00   222.123    40.132 0   N
SR4216    R_MBS_R0402_47OHM/47OHM  MBS_R0402            8835.00   1545.00   224.409    39.243 0   N
